priority_tier,area,store_name,address,phone,map_link,instagram_or_site,review_count,rating,store_type,store_tone,location_score,specialty_score,contactability_score,total_score,priority_grade,message_type,contact_status,last_contact_date,notes
3,중랑/면목,베이프엔젤 면목동,서울 중랑구 면목동,010-2467-3318,,,,,전자담배 전문점,면목 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
3,중랑/면목,이지전자담배 마샤베이프 면목,서울 중랑구 면목동,010-6456-5964,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,면목 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
3,중랑/면목,크로시가전자담배 면목,서울 중랑구 면목동,010-2225-7304,,,,,전자담배 전문점,면목 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
3,중랑/면목,위베이프 용마산역점,서울 중랑구 용마산로,010-2491-6316,,,,,전자담배 전문점,중랑 상권,3,4,5,12,A,2,미접촉,,공개 웹 검색 기반 초안
3,중랑/면목,전자담배 마샤베이프 면목로,서울 중랑구 면목로 488,010-3552-1677,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,면목 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
3,도봉/창동,GV전자담배 그린베이퍼,서울 도봉구 덕릉로 228 (창동) 1층,010-7494-7894,,,,,전자담배 전문점,창동 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
3,도봉/창동,라미야 쌍문점,서울 도봉구 창동 659-12 청우빌딩 3층,010-5858-7917,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,쌍문/창동 상권,3,4,5,12,A,2,미접촉,,공개 웹 검색 기반 초안
3,도봉/창동,헤이즈베이프,서울 도봉구 도봉로 502 (창동),010-9899-9141,,,,,전자담배 전문점,창동 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
3,도봉/창동,포베이프,서울 도봉구 마들로11길 57 (창동),010-4727-4569,,,,,전자담배 전문점,창동 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
3,수유/미아,미아 드루와 삼양점,서울 강북구 미아동,010-8877-0898,,,,,전자담배 전문점,미아 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안. 주소 재확인 필요
3,수유/미아,베이퍼스 미아점,서울 강북구 미아동,010-4710-1822,,,,,전자담배 전문점,미아 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
3,수유/미아,베이핑하우스,서울 강북구 수유동,010-5821-5200,,,,,전자담배 전문점,수유 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
3,수유/미아,베이핑클럽 수유,서울 강북구 수유동,010-8497-0524,,,,,전자담배 전문점,수유 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
3,건대입구,베이프랩 자양점,서울 광진구 구의동,010-2209-6383,https://m.vapelab.co.kr/shopinfo/company.html,,,,전자담배 전문점,자양/구의 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
3,건대입구,광진전자담배프라자,서울 광진구 능동,010-5537-9339,,,,,전자담배 전문점,군자/능동 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
3,건대입구,전자담배스토어 중곡동,서울 광진구 중곡동,010-3391-9797,,,,,전자담배 전문점,중곡 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
3,천호/강동,모던베이프 암사점,서울 강동구 암사동,010-7466-8264,https://modernvapeamsa.blogspot.com/,,,,전자담배 전문점,암사 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
3,천호/강동,라미야강동점 성내,서울 강동구 성내동,010-4175-0852,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,천호 상권,3,4,5,12,A,2,미접촉,,공개 웹 검색 기반 초안. 기존 라미야강동점과 별도 번호
3,천호/강동,에픽우즈 천호,서울 강동구 천호동,010-8735-6520,,,,,전자담배 전문점,천호 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
3,천호/강동,하카전자담배강동점,서울 강동구 천호동,010-3725-2851,,,,,전자담배 전문점,천호 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
3,천호/강동,굽은다리전자담배 JMI,서울 강동구 길동,010-9915-9823,,,,,전자담배 전문점,길동 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
3,천호/강동,미키젠 길동,서울 강동구 길동,010-9377-9077,,,,,전자담배 전문점,길동 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
3,천호/강동,쿨베이핑전자담배길동점,서울 강동구 길동,010-4833-0852,,,,,전자담배 전문점,길동 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
2,사당/방배,마샤 베이프 동작,서울 동작구 현충로 98 202호,010-5588-3930,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,동작 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
2,사당/방배,전자담배 사당동,서울 동작구 사당로 258,010-3751-1283,,,,,전자담배 전문점,사당 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
3,사당/방배,시가로 전자담배 노량진점,서울 동작구 노량진로 162 한주실업 1층,010-9979-9959,,,,,전자담배 전문점,노량진 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
3,사당/방배,노량진전자담배,서울 동작구 만양로 40 1층,010-2093-8783,,,,,전자담배 전문점,노량진 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
3,사당/방배,전자담배 상도동,서울 동작구 상도로15길 92 태원 1층,010-9422-9547,,,,,전자담배 전문점,상도 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
3,구로디지털단지,금천전자담배프라자,서울 금천구 독산동,010-2224-2527,,,,,전자담배 전문점,독산 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
3,구로디지털단지,돛대전자담배 독산,서울 금천구 독산로 주변,010-2654-6016,,,,,전자담배 전문점,독산 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
3,구로디지털단지,마크전자담배 가산점,서울 금천구 가산동,010-8961-3375,,,,,전자담배 전문점,가산디지털 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
3,구로디지털단지,베이프큐 가산점,서울 금천구 가산동,010-4209-9954,,,,,전자담배 전문점,가산디지털 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
3,구로디지털단지,키츠베이프,서울 금천구 가산동,010-2568-9378,,,,,전자담배 전문점,가산디지털 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
3,구로디지털단지,원베이프 개봉동점,서울 구로구 경인로 320,010-5212-5995,,,,,전자담배 전문점,개봉 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
3,구로디지털단지,구로전자담배 샤파밍기샵,서울 구로구 도림천로 446,010-4850-8540,,,,,전자담배 전문점,구로 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
3,서울대입구/샤로수길,하이전자담배,서울 관악구 관악로 212 1층 127호 (봉천동 관악프라자),010-4803-7499,http://litmuskorea.co.kr/sitefront/Litmuskorea/stores/,,,,전자담배 전문점,봉천 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
3,서울대입구/샤로수길,낙성대 전자담배 멀티샵,서울 관악구 인헌2길 13 (봉천동) 1층,010-9155-9845,,,,,전자담배 전문점,낙성대 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
3,신림,판다전자담배 신림점,서울 관악구 신림로 126,010-2217-3437,,,,,전자담배 전문점,신림 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
3,신림,다니엘코리아 관악점,서울 관악구 신림로 340 (신림동) 르네상스쇼핑몰 1층 34호,010-5332-2278,,,,,전자담배 전문점,신림 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
3,신림,봉천동 전자담배 프라임쥬스,서울 관악구 양녕로 26 (봉천동) 1층,010-8870-2447,https://primejuice.kr/,,,,전자담배 전문점,봉천 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
3,신림,베이프렌드 서울대입구역점,서울 관악구 관악로 167 1층 (봉천동),010-3707-5345,,,,,전자담배 전문점,서울대입구 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
3,신림,베이프갱스터 관악점,서울 관악구 봉천로 216 (신림동),010-4949-5973,,,,,전자담배 전문점,신림 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
3,신림,관악봉천동 전자담배,서울 관악구 남부순환로 1820 (봉천동) 지하1층 1057,010-8718-7820,,,,,전자담배 전문점,봉천 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
2,종로/을지로/충무로,벨베이프 이대,서울 서대문구 이화여대길 29 1층,010-2321-2946,,,,,전자담배 전문점,이대/신촌 상권,4,4,5,13,A,1,미접촉,,공개 웹 검색 기반 초안
2,종로/을지로/충무로,에어베이프 연희동,서울 서대문구 연희로 114 1층,010-7519-7639,,,,,전자담배 전문점,연희 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
2,종로/을지로/충무로,전자담배 충정로,서울 서대문구 충정로 73 1층,010-4599-9317,,,,,전자담배 전문점,충정로 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
3,신촌/이대,마블루 전자담배 홍제동,서울 서대문구 통일로 418 (홍제동) 1층,010-4062-8818,,,,,전자담배 전문점,홍제 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
3,신촌/이대,맥세븐북가좌점,서울 서대문구 거북골로 193 (북가좌동) 지층,010-5621-3004,,,,,전자담배 전문점,북가좌 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
3,신촌/이대,하카북가좌점,서울 서대문구 거북골로 158 (북가좌동),010-3790-0253,,,,,전자담배 전문점,북가좌 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
3,성북/길음,성북멀티샵,서울 성북구 종암동,010-2382-6133,http://litmuskorea.co.kr/sitefront/Litmuskorea/stores/,,,,전자담배 전문점,성북 상권,3,4,5,12,A,2,미접촉,,공개 웹 검색 기반 초안
3,성북/길음,성북 더베이프,서울 성북구 안암동,010-2624-5262,,,,,전자담배 전문점,안암/고대 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
3,성북/길음,듀바코 성북점,서울 성북구 동선동5가,010-4594-9227,,,,,전자담배 전문점,성북 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
3,성북/길음,전담있슈 하월곡,서울 성북구 하월곡동,010-8720-9660,,,,,전자담배 전문점,하월곡 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
3,성북/길음,베이퍼크루 길음점,서울 성북구 길음동,010-7352-7250,,,,,전자담배 전문점,길음 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
3,노원,휴즈전자담배 노원직영점,서울 노원구 상계동 371-2,010-8279-2797,https://m.zapjuice.co.kr/article/%EC%A0%84%EA%B5%AD%EC%B7%A8%EA%B8%89%EC%A0%90%EC%95%88%EB%82%B4/1002/1252/,,,,전자담배 전문점,노원/상계 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
2,이태원,전자담배 용산 한강대로,서울 용산구 한강대로 166 1층,010-9914-1919,,,,,전자담배 전문점,용산역 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
2,이태원,이글베이프,서울 용산구 한강대로46길 16 1층동 103호,010-4168-1201,,,,,전자담배 전문점,한강로 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
2,이태원,마크전자담배 갈월동,서울 용산구 한강대로 259 (갈월동),010-8723-3430,,,,,전자담배 전문점,갈월 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
2,이태원,전자담배랩 용산,서울 용산구 한강대로11길 30 101호,010-6614-7589,,,,,전자담배 전문점,용산 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
2,홍대/합정/상수,마포전자담배 망원점,서울 마포구 망원동,010-9024-2960,,,,,전자담배 전문점,망원 상권,4,4,5,13,A,1,미접촉,,공개 웹 검색 기반 초안
2,홍대/합정/상수,서울베이퍼즈 합정,서울 마포구 합정동,010-9191-9670,,,,,전자담배 전문점,합정 상권,4,4,5,13,A,1,미접촉,,공개 웹 검색 기반 초안
2,홍대/합정/상수,콤마베이프 합정,서울 마포구 합정동,010-2123-2848,,,,,전자담배 전문점,합정 상권,4,4,5,13,A,1,미접촉,,공개 웹 검색 기반 초안
2,홍대/합정/상수,베이프마포공덕,서울 마포구 마포대로,010-7231-0916,,,,,전자담배 전문점,마포/공덕 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
2,홍대/합정/상수,서강베이프 신수동,서울 마포구 신수동,010-7637-8249,,,,,전자담배 전문점,신수/마포 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
2,영등포/문래,하카전자담배 영등포점,서울 영등포구 영등포동,010-5403-1721,,,,,전자담배 전문점,영등포 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
2,영등포/문래,영등포 베이프로,서울 영등포구 영등포동,010-2157-4889,,,,,전자담배 전문점,영등포 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
2,영등포/문래,타바고 영등포점,서울 영등포구 영등포동,010-4000-7744,,,,,전자담배 전문점,영등포 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
2,영등포/문래,자담체인지 양평동,서울 영등포구 양평동1가,010-2061-3232,,,,,전자담배 전문점,양평/영등포 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
2,영등포/문래,보라매전자담배,서울 동작구 신길동 보라매 인근,010-9168-7640,,,,,전자담배 전문점,보라매 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
2,영등포/문래,더몬스터전자담배,서울 영등포구 문래동 (당산 인근),010-8412-6010,,,,,전자담배 전문점,당산/문래 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
2,영등포/문래,베이프247 당산,서울 영등포구 당산동3가,010-3400-3408,,,,,전자담배 전문점,당산 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
2,영등포/문래,씨가킹 당산,서울 영등포구 당산동5가,010-8348-5918,https://cigaking.co.kr/,,,,전자담배/시가 복합,당산 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
2,영등포/문래,하카전자담배 당산점,서울 영등포구 당산동,010-6872-1107,,,,,전자담배 전문점,당산 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
2,영등포/문래,전자담배성지 영등포점,서울 영등포구 영등포동,0507-1304-3220,,,,,전자담배 전문점,영등포 상권,3,4,5,12,A,2,미접촉,,스마트콜 번호
2,잠실/송리단길,베이프캔디 위례점,서울 송파구 위례광장로 270 송파와이즈더샵 Y동 1층 144호,010-2372-7650,https://m.swidn.com/store,,,,전자담배 전문점,위례 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
2,잠실/송리단길,도깨비전자담배 잠실본점,서울 송파구 올림픽로30길 9 206호,010-7107-9876,,,,,전자담배 전문점,잠실 상권,4,4,5,13,A,1,미접촉,,공개 웹 검색 기반 초안
2,잠실/송리단길,잠실전자담배 베이프갱스터,서울 송파구 백제고분로7길 49 1층105호,010-2086-3404,,,,,전자담배 전문점,잠실 상권,4,4,5,13,A,1,미접촉,,공개 웹 검색 기반 초안
2,잠실/송리단길,너구리전자담배 오금점,서울 송파구 마천로 68 1층,010-2798-0511,,,,,전자담배 전문점,오금 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
2,잠실/송리단길,찰리전자담배 오금동점,서울 송파구 마천로 190 청전빌딩 1층 103호,010-9386-5950,,,,,전자담배 전문점,오금 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
1,역삼/선릉,강남전자담배프라자 대치점,서울 강남구 대치동,010-6229-6662,,,,,전자담배 전문점,대치 상권,4,4,5,13,A,1,미접촉,,공개 웹 검색 기반 초안
1,역삼/선릉,베리베리 역삼,서울 강남구 역삼동,010-8931-0753,,,,,전자담배 전문점,역삼 오피스상권,4,4,5,13,A,1,미접촉,,공개 웹 검색 기반 초안
1,역삼/선릉,강남핫딜전자담배,서울 강남구 역삼동,010-6237-4242,,,,,전자담배 전문점,역삼 상권,4,4,5,13,A,1,미접촉,,공개 웹 검색 기반 초안
1,역삼/선릉,원더베이프 강남 서브,서울 강남구 역삼동,010-6809-5115,,,,,전자담배 전문점,역삼 상권,4,4,5,13,A,1,미접촉,,원더베이프 강남 번호 다름. 별도 매장 가능성
1,역삼/선릉,비원베이프,서울 강남구 역삼동,010-8222-8333,,,,,전자담배 전문점,역삼 상권,4,4,5,13,A,1,미접촉,,공개 웹 검색 기반 초안
1,역삼/선릉,역삼전자담배,서울 강남구 역삼동,010-6659-9800,,,,,전자담배 전문점,역삼 상권,4,4,5,13,A,1,미접촉,,공개 웹 검색 기반 초안
1,역삼/선릉,쿨베이핑 개포점,서울 강남구 개포동,010-9249-3007,,,,,전자담배 전문점,개포 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
2,왕십리/한양대,성수멀티샵 왕십리,서울 성동구 왕십리,010-7739-2839,,,,,전자담배 전문점,왕십리 상권,3,4,5,12,A,2,미접촉,,공개 웹 검색 기반 초안. 번호 재확인 필요
2,종로/을지로/충무로,씨와이 전자담배,서울 중구 창경궁로 2,010-9053-1511,,,,,전자담배 전문점,종로/을지로 상권,4,4,5,13,A,1,미접촉,,공개 웹 검색 기반 초안
2,종로/을지로/충무로,종각베이퍼스,서울 종로구 종로 19 (종로1가) 지하1층 122-2호,010-4912-9434,,,,,전자담배 전문점,종각 상권,4,4,5,13,A,1,미접촉,,공개 웹 검색 기반 초안
2,종로/을지로/충무로,에스엠마트 베가전자담배,서울 종로구 청계천로 55 (관철동) 101호,010-8314-0688,,,,,전자담배 전문점,청계천 상권,4,4,5,13,A,1,미접촉,,공개 웹 검색 기반 초안
2,종로/을지로/충무로,증기기관 을지로점,서울 중구 을지로 지하쇼핑센터,010-9205-6927,,,,,전자담배 전문점,을지로 상권,4,4,5,13,A,1,미접촉,,공개 웹 검색 기반 초안
2,종로/을지로/충무로,라미야 을지로점,서울 중구 을지로2가 9-7 지하쇼핑센터 지하1층 4호,010-4842-3818,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,을지로 상권,4,4,5,13,A,2,미접촉,,공개 웹 검색 기반 초안
2,종로/을지로/충무로,준베이프 충무로,서울 중구 서애로 18 (필동3가) 1층,010-2253-9553,,,,,전자담배 전문점,충무로 상권,4,4,5,13,A,1,미접촉,,공개 웹 검색 기반 초안
2,종로/을지로/충무로,충무로베이프샵,서울 중구 퇴계로 179-1 (필동1가) 1층,010-9306-9233,,,,,전자담배 전문점,충무로 상권,4,4,5,13,A,1,미접촉,,공개 웹 검색 기반 초안
2,종로/을지로/충무로,케이전자담배 종로,서울 중구 무교로 32 효령빌딩 지하1층,010-3258-1910,,,,,전자담배 전문점,광화문/종각 상권,4,4,5,13,A,1,미접촉,,공개 웹 검색 기반 초안
2,종로/을지로/충무로,라미야 명동회현점,서울 중구 소공로 58 지하층 라열9·10호 (회현지하도상가),010-8789-0789,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,명동/회현 상권,4,4,5,13,A,2,미접촉,,공개 웹 검색 기반 초안
3,노원,라미야전자담배 공릉점,서울 노원구 공릉동,010-8652-4190,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,공릉 상권,3,4,5,12,A,2,미접촉,,공개 웹 검색 기반 초안
3,노원,양양베이프 월계점,서울 노원구 월계동,010-4191-1387,,,,,전자담배 전문점,월계 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
2,왕십리/한양대,구름베이프,서울 성동구 왕십리로21길 12 1층,010-3799-5841,,,,,전자담배 전문점,왕십리 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
2,왕십리/한양대,샤슈베이프 마장동,서울 성동구 마장로 271 (마장동) 삼성아파트 상가 1층,010-8989-0133,,,,,전자담배 전문점,마장/왕십리 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
1,성수,라미야성수점,서울 성동구 성수동,010-3404-2715,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,성수 상권,5,4,5,14,A,2,미접촉,,공개 웹 검색 기반 초안
1,성수,아이다 성동점,서울 성동구 성수동,010-5573-2056,,,,,전자담배 전문점,성수 상권,5,4,5,14,A,1,미접촉,,공개 웹 검색 기반 초안
1,성수,금호동조아전자담배,서울 성동구 금호동,010-9627-2740,,,,,전자담배 전문점,금호 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
2,신촌/이대,원더베이프 상암,서울 마포구 상암동,010-4410-5595,,,,,전자담배 전문점,상암 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
2,신촌/이대,베이프존 아현점,서울 서대문구 북아현동,010-3443-0144,,,,,전자담배 전문점,아현 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
2,신촌/이대,이지 대흥동,서울 마포구 대흥동,010-8988-8563,,,,,전자담배 전문점,대흥/공덕 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
2,신촌/이대,몬스터즈 전자담배 신수동,서울 마포구 신수동,010-6826-8289,,,,,전자담배 전문점,신수/마포 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
3,서초/양재,원더베이프 서초점,서울 서초구 서초동,010-8562-5512,,,,,전자담배 전문점,서초 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
3,서초/양재,강남베이퍼스,서울 서초구 서초동,010-2573-0748,,,,,전자담배 전문점,서초 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
3,서초/양재,서초스타전자담배,서울 서초구 방배동 인근,010-8820-6536,,,,,전자담배 전문점,서초/방배 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
3,사당/방배,베이퍼스 방배점,서울 서초구 방배동,010-4484-5600,,,,,전자담배 전문점,방배 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
3,사당/방배,비글전자담배 방배점,서울 서초구 방배동,010-6774-2908,,,,,전자담배 전문점,방배 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
3,사당/방배,킹콩전자담배 반포점,서울 서초구 잠원동,010-5216-5934,http://litmuskorea.co.kr/sitefront/Litmuskorea/stores/,,,,전자담배 전문점,반포/잠원 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
1,신논현/논현,도깨비전자담배 강남구청점,서울 강남구 논현동,010-5149-8765,,,,,전자담배 전문점,강남구청 상권,4,4,5,13,A,1,미접촉,,공개 웹 검색 기반 초안
1,신논현/논현,지포앤퍼프 논현,서울 강남구 논현동,010-9166-5953,,,,,전자담배 전문점,논현 상권,4,4,5,13,A,1,미접촉,,공개 웹 검색 기반 초안
2,은평/연신내,베이퍼크루 녹번역점,서울 은평구 통일로 579 아너스카운티 1층,010-6440-3164,,,,,전자담배 전문점,녹번 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
2,은평/연신내,오늘전자담배 은평뉴타운,서울 은평구 진관3로 21 은평뉴타운엘크루 101동 104호,010-3020-6160,,,,,전자담배 전문점,진관/은평뉴타운 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
3,압구정/청담,킹콩전자담배블랙 가로수길,서울 강남구 가로수길 22 2층,010-7636-2044,http://litmuskorea.co.kr/sitefront/Litmuskorea/stores/,,,,전자담배 전문점,가로수길/신사 상권,4,4,5,13,A,1,미접촉,,공개 웹 검색 기반 초안
3,구로디지털단지,신도림 미쓰전자담배,서울 구로구 경인로 643 신도림2차동아 A상가 1층 133호,010-6624-2288,,,,,전자담배 전문점,신도림 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
3,구로디지털단지,루프베이프 신도림,서울 구로구 경인로 643 신도림2차동아아파트 상가 1층,010-8191-3284,,,,,전자담배 전문점,신도림 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
3,구로디지털단지,원타임 신도림,서울 구로구 경인로67길 23 (신도림2차푸르지오) 상가,010-2356-0059,,,,,전자담배 전문점,신도림 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
3,구로디지털단지,전자담배멀티샵 구로,서울 구로구 경인로 206 1층,010-8644-5330,,,,,전자담배 전문점,구로 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
1,홍대/합정/상수,몬스터즈베이프 홍대,서울 마포구 서교동,010-9725-5262,,,,,전자담배 전문점,홍대 메인상권,5,4,5,14,A,1,미접촉,,공개 웹 검색 기반 초안
1,홍대/합정/상수,홍대전자담배,서울 마포구 서교동,010-5160-0986,,,,,전자담배 전문점,홍대 메인상권,5,4,5,14,A,1,미접촉,,공개 웹 검색 기반 초안
2,잠실/송리단길,뿜뿜베이프 잠실,서울 송파구 올림픽로 86 (잠실동) 1층,010-8651-5339,,,,,전자담배 전문점,잠실 상권,4,4,5,13,A,1,미접촉,,공개 웹 검색 기반 초안
2,잠실/송리단길,잠실직영점,서울 송파구 올림픽로 119 (잠실동) 에이170호,010-8974-5300,,,,,전자담배 전문점,잠실 상권,4,4,5,13,A,1,미접촉,,공개 웹 검색 기반 초안
2,잠실/송리단길,라미야 방이점,서울 송파구 오금로11길 33 신동아타워 1층 10호,010-9624-3989,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,방이 상권,3,4,5,12,A,2,미접촉,,공개 웹 검색 기반 초안
1,신논현/논현,야옹이 전자담배 논현점,서울 강남구 언주로 604 지1층 111호,010-6259-5397,,,,,전자담배 전문점,논현/강남구청 상권,4,4,5,13,A,1,미접촉,,공개 웹 검색 기반 초안
1,삼성/코엑스,삼성전자담배 삼성동점,서울 강남구 삼성로 517 채널리저브 지하109호,010-3239-0208,,,,,전자담배 전문점,삼성역 상권,4,4,5,13,A,1,미접촉,,공개 웹 검색 기반 초안
3,강서/마곡,전자담배 강서로,서울 강서구 강서로 426 효성인텔리안 103호,010-8799-1546,,,,,전자담배 전문점,강서 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
3,노원,베이핑크루 상계점,서울 노원구 상계동 1118-17 1층,010-9288-8558,,,,,전자담배 전문점,상계 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
3,노원,시가K 노원전자담배,서울 노원구 상계동,010-6468-4578,,,,,전자담배 전문점,노원 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
3,도봉/창동,마샤 베이프 방학점,서울 도봉구 방학로 131 1층 3호,010-2881-1098,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,방학 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
3,도봉/창동,전자담배 도봉로,서울 도봉구 도봉로145길 39 1층,010-3085-3898,,,,,전자담배 전문점,방학 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
3,중랑/면목,베이핑크루 중랑,서울 중랑구 동일로151길 18,010-9426-7482,,,,,전자담배 전문점,중랑 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안
